iter,source_file,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99
31,iter_031_10c7682e_response.txt,100.0,100.0,0.0,100.0,120.0,10.0,-200.0,200.0,1.1,150.0,100.0,1.05,100.0,1.05,1.02,2.0,-200.0,200.0,100.0,100.0,100.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
32,iter_032_6ecfa05f_prompt.txt,1.0,2.0,50.0,100.0,42.0,34.0,31.0,18.0,30.0,42.0,2.0,32.0,197.0,100.0,100.0,100.0,0.0,100.0,120.0,10.0,-200.0,200.0,1.1,150.0,100.0,1.05,100.0,1.05,1.02,2.0,-200.0,200.0,100.0,100.0,100.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
32,iter_032_6ecfa05f_response.txt,100.0,100.0,0.0,-10.0,1.2,0.0,0.0,0.0,0.0,1.05,-200.0,200.0,200.0,1.05,100.0,100.0,1.05,100.0,100.0,5.0,200.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,-10.0,150.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,iter_033_8e33be40_prompt.txt,1.0,2.0,50.0,100.0,43.0,34.0,31.0,21.0,29.0,40.0,2.0,33.0,198.0,100.0,100.0,100.0,0.0,-10.0,1.2,0.0,0.0,0.0,0.0,1.05,-200.0,200.0,200.0,1.05,100.0,100.0,1.05,100.0,100.0,5.0,200.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,-10.0,150.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,iter_033_8e33be40_response.txt,100.0,6.0,100.0,100.0,-10.0,10.0,-10.0,10.0,100.0,0.5,10.0,10.0,-10.0,10.0,10.0,100.0,120.0,1.05,10.0,-10.0,10.0,0.5,0.1,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
34,iter_034_11907311_prompt.txt,1.0,2.0,50.0,100.0,43.0,34.0,18.0,22.0,31.0,46.0,2.0,34.0,194.0,100.0,100.0,6.0,100.0,100.0,-10.0,10.0,-10.0,10.0,100.0,0.5,10.0,10.0,-10.0,10.0,10.0,100.0,120.0,1.05,10.0,-10.0,10.0,0.5,0.1,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
34,iter_034_11907311_response.txt,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,120.0,100.0,6.0,100.0,100.0,-100.0,100.0,80.0,100.0,100.0,100.0,90.0,100.0,0.0,100.0,90.0,95.0,100.0,50.0,2.0,100.0,50.0,0.0,100.0,0.0,99.0,50.0,2.0,100.0,50.0,0.0,100.0,60.0,40.0,0.0,-100.0,100.0,50.0,2.0,100.0,50.0,100.0,0.0,0.0,0.0,50.0,1.0,2.0,100.0,0.0628319,0.0628319,0.0627905,50.0,0.0627905,50.0,53.139525,50.0,0.06279,3.1395,50.0,53.1395,2.0,0.1256637,0.125333,50.0,0.125333,50.0,56.26665,50.0,0.125333,6.26665,50.0,56.26665,3.0,0.1884956,0.187381,50.0,0.187381,50.0,59.36905,50.0,0.187381,9.36905,50.0,59.36905
35,iter_035_0d3ca25b_response.txt,100.0,0.0,1.0,100.0,100.0,-100.0,100.0,100.0,100.0,10.0,100.0,100.0,1.1,-100.0,1.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35,iter_035_0d3ca25b_prompt.txt,1.0,2.0,50.0,100.0,42.0,36.0,28.0,20.0,34.0,38.0,2.0,35.0,198.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,120.0,100.0,6.0,100.0,100.0,-100.0,100.0,80.0,100.0,100.0,100.0,90.0,100.0,0.0,100.0,90.0,95.0,100.0,50.0,2.0,100.0,50.0,0.0,100.0,0.0,99.0,50.0,2.0,100.0,50.0,0.0,100.0,60.0,40.0,0.0,-100.0,100.0,50.0,2.0,100.0,50.0,100.0,0.0,0.0,0.0,50.0,1.0,2.0,100.0,0.0628319,0.0628319,0.0627905,50.0,0.0627905,50.0,53.139525,50.0,0.06279,3.1395,50.0,53.1395,2.0,0.1256637,0.125333,50.0,0.125333,50.0,56.26665,50.0,0.125333,6.26665
36,iter_036_a6923e52_prompt.txt,1.0,2.0,50.0,100.0,43.0,34.0,19.0,21.0,31.0,48.0,2.0,36.0,196.0,100.0,100.0,0.0,1.0,100.0,100.0,-100.0,100.0,100.0,100.0,10.0,100.0,100.0,1.1,-100.0,1.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
36,iter_036_a6923e52_response.txt,100.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1.0,100.0,100.0,-100.0,100.0,100.0,9.0,100.0,0.0,-100.0,100.0,0.0,-100.0,100.0,100.0,3.0,100.0,5.0,-0.8,100.0,10.0,100.0,100.0,100.0,100.0,10.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,1.0,5.0,2.0,-0.8,3.0,3.6,4.0,2.9,5.0,0.8,6.0,-1.8,7.0,-1.2,8.0,-2.2,9.0,-1.7,10.0,5.8,11.0,-0.6,12.0,-0.5,13.0,4.5,14.0,-0.9,15.0,-0.9,16.0,-2.1,17.0,-2.9,18.0,-0.5,19.0,0.8,20.0,-0.2,21.0,3.5,22.0,-1.4,23.0,-2.4,24.0,0.8,25.0,-0.1,26.0,-1.0,27.0,-2.8,28.0,3.0,29.0,-0.8
37,iter_037_a9ce5022_prompt.txt,1.0,2.0,50.0,100.0,43.0,34.0,31.0,17.0,28.0,45.0,2.0,37.0,198.0,100.0,100.0,9.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1.0,100.0,100.0,-100.0,100.0,100.0,9.0,100.0,0.0,-100.0,100.0,0.0,-100.0,100.0,100.0,3.0,100.0,5.0,-0.8,100.0,10.0,100.0,100.0,100.0,100.0,10.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,1.0,5.0,2.0,-0.8,3.0,3.6,4.0,2.9,5.0,0.8,6.0,-1.8,7.0,-1.2,8.0,-2.2,9.0,-1.7,10.0,5.8,11.0,-0.6,12.0,-0.5,13.0,4.5,14.0,-0.9,15.0,-0.9,16.0,-2.1,17.0,-2.9,18.0,-0.5,19.0,0.8,20.0,-0.2,21.0,3.5,22.0,-1.4
37,iter_037_a9ce5022_response.txt,100.0,100.0,100.0,0.5,0.5,0.0,0.5,-100.0,100.0,0.5,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
38,iter_038_a2cf3f14_prompt.txt,1.0,2.0,50.0,100.0,43.0,34.0,32.0,17.0,26.0,46.0,2.0,38.0,198.0,100.0,100.0,100.0,100.0,0.5,0.5,0.0,0.5,-100.0,100.0,0.5,100.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
38,iter_038_a2cf3f14_response.txt,100.0,100.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,iter_039_054d686c_prompt.txt,1.0,2.0,50.0,100.0,42.0,34.0,30.0,20.0,29.0,43.0,2.0,39.0,198.0,100.0,100.0,100.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,iter_039_054d686c_response.txt,100.0,0.5,1.0,0.0,-100.0,0.0,100.0,5.0,5.0,5.0,2.0,100.0,0.0,-10.0,100.0,5.0,0.0,100.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,2025-10-01 09:52:28,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-01 09:52:28,executed,65.370776,40.17725383333333,17.02500783333333,-7.718251500000002,-27.552257333333333,-45.77365879166667,-72.19100525000002,-96.88472233333333,-114.99670666666667,-124.30754075,-126.11332308333334,-117.55812604166665,-97.66729699999999,-75.28139145833332,-49.42862108333337,-21.819463624999948,0.7787166666666661,21.010032416666665,50.42727400000005,79.21258795833337,107.093159,124.40874000000001,122.21620758333331,101.14084100000001,77.724505,19.196539,20.15688025,17.20485875,1.4130381249999968,-34.88870266666667,-22.831490041666665,-24.705025000000003,-24.544808875,-15.105277666666668,0.2912057500000098,14.848748916666668,23.64230954166667,25.9339445,23.958873625,20.225116666666672,14.545474749999983,2.1341799999999997,-12.365962875,-20.136340250000007,-23.242744458333338,-22.277286,-13.18143487499999,1.004379083333352,12.972539124999994,17.655942
1,2025-10-01 09:58:25,proposed,50.0,50.0,2.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,41.0,32.0,30.0,103.0,40.0,19.0,36.0,95.0,19.0,25.0,25.0,-1.0,1.0,124.0,0.9,5.0,25.0,1.0,65.370776,2.0,40.17725383333333,3.0,17.02500783333333,4.0,-7.7182515
2,2025-10-01 09:58:25,executed,50.0,50.0,2.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,41.0,32.0,30.0,103.0,40.0,19.0,36.0,95.0,19.0,25.0,25.0,-1.0,1.0,124.0,0.9,5.0,25.0,1.0,65.370776,2.0,40.17725383333333,3.0,17.02500783333333,4.0,-7.7182515
2,2025-10-01 10:01:26,proposed,44.0,34.0,24.0,18.0,32.0,46.0,44.0,34.0,24.0,18.0,32.0,46.0,25.0,25.0,25.0,25.0,50.0,50.0,2.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,25.0,0.0,-24.0,0.0,50.0,1.0,50.0,2.0,2.0
3,2025-10-01 10:01:26,executed,44.0,34.0,24.0,18.0,32.0,46.0,44.0,34.0,24.0,18.0,32.0,46.0,25.0,25.0,25.0,25.0,50.0,50.0,2.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,41.0,40.0,32.0,19.0,30.0,36.0,3.0,2.0,41.0,40.0,32.0,19.0,30.0,36.0,25.0,0.0,-24.0,0.0,50.0,1.0,50.0,2.0,2.0
3,2025-10-01 10:04:05,proposed,42.0,34.0,26.0,19.0,33.0,44.0,42.0,34.0,26.0,19.0,33.0,44.0,42.0,44.0,34.0,33.0,26.0,19.0,25.0,50.0,25.0,25.0,12.0,25.0,44.0,34.0,24.0,18.0,32.0,46.0,44.0,34.0,24.0,18.0,32.0,46.0,25.0,25.0,25.0,25.0,50.0,50.0,2.0,2.0,41.0,40.0,32.0,19.0,30.0,25.0
4,2025-10-01 10:04:05,executed,42.0,34.0,26.0,19.0,33.0,44.0,42.0,34.0,26.0,19.0,33.0,44.0,42.0,44.0,34.0,33.0,26.0,19.0,25.0,50.0,25.0,25.0,12.0,25.0,44.0,34.0,24.0,18.0,32.0,46.0,44.0,34.0,24.0,18.0,32.0,46.0,25.0,25.0,25.0,25.0,50.0,50.0,2.0,2.0,41.0,40.0,32.0,19.0,30.0,25.0
4,2025-10-01 10:06:41,proposed,42.0,34.0,24.0,18.0,31.0,49.0,42.0,34.0,24.0,18.0,31.0,49.0,42.0,49.0,25.0,25.0,10.0,25.0,42.0,34.0,26.0,19.0,33.0,44.0,42.0,34.0,26.0,19.0,33.0,44.0,42.0,44.0,34.0,33.0,26.0,19.0,25.0,50.0,25.0,25.0,12.0,25.0,44.0,25.0,34.0,24.0,18.0,32.0,46.0,44.0
5,2025-10-01 10:06:41,executed,42.0,34.0,24.0,18.0,31.0,49.0,42.0,34.0,24.0,18.0,31.0,49.0,42.0,49.0,25.0,25.0,10.0,25.0,42.0,34.0,26.0,19.0,33.0,44.0,42.0,34.0,26.0,19.0,33.0,44.0,42.0,44.0,34.0,33.0,26.0,19.0,25.0,50.0,25.0,25.0,12.0,25.0,44.0,25.0,34.0,24.0,18.0,32.0,46.0,44.0
5,2025-10-01 10:10:08,proposed,43.0,34.0,21.0,19.0,35.0,45.0,3.0,2.0,3.0,2.0,43.0,34.0,21.0,19.0,35.0,45.0,25.0,25.0,25.0,50.0,0.0,-24.0,25.0,-49.0,0.0,42.0,1.0,34.0,2.0,24.0,3.0,18.0,4.0,31.0,5.0,49.0,6.0,42.0,7.0,34.0,8.0,24.0,9.0,18.0,10.0,31.0,11.0,49.0,12.0,42.0
6,2025-10-01 10:10:09,executed,43.0,34.0,21.0,19.0,35.0,45.0,3.0,2.0,3.0,2.0,43.0,34.0,21.0,19.0,35.0,45.0,25.0,25.0,25.0,50.0,0.0,-24.0,25.0,-49.0,0.0,42.0,1.0,34.0,2.0,24.0,3.0,18.0,4.0,31.0,5.0,49.0,6.0,42.0,7.0,34.0,8.0,24.0,9.0,18.0,10.0,31.0,11.0,49.0,12.0,42.0
6,2025-10-01 10:13:23,proposed,50.0,42.0,34.0,20.0,20.0,37.0,45.0,42.0,34.0,20.0,20.0,37.0,45.0,45.0,42.0,25.0,25.0,25.0,6.0,43.0,34.0,21.0,19.0,35.0,45.0,3.0,2.0,3.0,2.0,43.0,45.0,42.0,0.0,43.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,43.0,1.0,34.0,2.0,21.0,3.0,19.0,4.0,35.0
7,2025-10-01 10:13:23,executed,50.0,42.0,34.0,20.0,20.0,37.0,45.0,42.0,34.0,20.0,20.0,37.0,45.0,45.0,42.0,25.0,25.0,25.0,6.0,43.0,34.0,21.0,19.0,35.0,45.0,3.0,2.0,3.0,2.0,43.0,45.0,42.0,0.0,43.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,43.0,1.0,34.0,2.0,21.0,3.0,19.0,4.0,35.0
7,2025-10-01 10:16:34,proposed,50.0,42.0,34.0,24.0,18.0,34.0,46.0,3.0,2.0,42.0,34.0,24.0,18.0,34.0,46.0,25.0,25.0,25.0,0.0,-24.0,50.0,42.0,34.0,20.0,20.0,37.0,45.0,42.0,34.0,20.0,20.0,37.0,45.0,45.0,42.0,25.0,25.0,25.0,6.0,43.0,34.0,21.0,19.0,35.0,45.0,0.0,-24.0,25.0,-49.0,3.0
8,2025-10-01 10:16:34,executed,50.0,42.0,34.0,24.0,18.0,34.0,46.0,3.0,2.0,42.0,34.0,24.0,18.0,34.0,46.0,25.0,25.0,25.0,0.0,-24.0,50.0,42.0,34.0,20.0,20.0,37.0,45.0,42.0,34.0,20.0,20.0,37.0,45.0,45.0,42.0,25.0,25.0,25.0,6.0,43.0,34.0,21.0,19.0,35.0,45.0,0.0,-24.0,25.0,-49.0,3.0
8,2025-10-01 10:20:22,proposed,42.0,34.0,24.0,17.0,36.0,45.0,42.0,34.0,24.0,17.0,36.0,45.0,25.0,45.0,34.0,42.0,36.0,50.0,50.0,42.0,34.0,20.0,20.0,37.0,45.0,42.0,34.0,20.0,20.0,37.0,45.0,45.0,42.0,25.0,25.0,25.0,6.0,43.0,34.0,21.0,19.0,35.0,45.0,3.0,2.0,3.0,2.0,43.0,45.0,42.0
9,2025-10-01 10:20:22,executed,42.0,34.0,24.0,17.0,36.0,45.0,42.0,34.0,24.0,17.0,36.0,45.0,25.0,45.0,34.0,42.0,36.0,50.0,50.0,42.0,34.0,20.0,20.0,37.0,45.0,42.0,34.0,20.0,20.0,37.0,45.0,45.0,42.0,25.0,25.0,25.0,6.0,43.0,34.0,21.0,19.0,35.0,45.0,3.0,2.0,3.0,2.0,43.0,45.0,42.0
9,2025-10-01 10:26:57,proposed,2.0,25.0,50.0,3.0,2.0,42.0,34.0,25.0,20.0,30.0,47.0,42.0,34.0,25.0,20.0,30.0,47.0,9.0,12.0,42.0,34.0,24.0,17.0,36.0,45.0,42.0,34.0,24.0,17.0,36.0,45.0,25.0,25.0,50.0,0.0,-24.0,25.0,-49.0,0.0,-24.0,0.0,42.0,1.0,34.0,2.0,24.0,3.0,17.0,4.0,36.0
10,2025-10-01 10:26:57,executed,2.0,25.0,50.0,3.0,2.0,42.0,34.0,25.0,20.0,30.0,47.0,42.0,34.0,25.0,20.0,30.0,47.0,9.0,12.0,42.0,34.0,24.0,17.0,36.0,45.0,42.0,34.0,24.0,17.0,36.0,45.0,25.0,25.0,50.0,0.0,-24.0,25.0,-49.0,0.0,-24.0,0.0,42.0,1.0,34.0,2.0,24.0,3.0,17.0,4.0,36.0
10,2025-10-01 10:31:08,proposed,42.0,34.0,26.0,21.0,28.0,47.0,42.0,34.0,26.0,21.0,28.0,47.0,25.0,2.0,25.0,50.0,3.0,2.0,42.0,34.0,25.0,20.0,30.0,47.0,42.0,34.0,25.0,20.0,30.0,47.0,9.0,12.0,42.0,34.0,24.0,17.0,36.0,45.0,42.0,34.0,24.0,17.0,36.0,45.0,25.0,25.0,50.0,0.0,-24.0,25.0
11,2025-10-01 10:31:08,executed,42.0,34.0,26.0,21.0,28.0,47.0,42.0,34.0,26.0,21.0,28.0,47.0,25.0,2.0,25.0,50.0,3.0,2.0,42.0,34.0,25.0,20.0,30.0,47.0,42.0,34.0,25.0,20.0,30.0,47.0,9.0,12.0,42.0,34.0,24.0,17.0,36.0,45.0,42.0,34.0,24.0,17.0,36.0,45.0,25.0,25.0,50.0,0.0,-24.0,25.0
11,2025-10-01 10:34:49,proposed,44.0,34.0,23.0,18.0,30.0,48.0,2.0,44.0,34.0,23.0,18.0,30.0,48.0,25.0,25.0,25.0,25.0,42.0,34.0,26.0,21.0,28.0,47.0,42.0,34.0,26.0,21.0,28.0,47.0,25.0,2.0,25.0,50.0,3.0,2.0,42.0,34.0,25.0,20.0,30.0,47.0,42.0,25.0,34.0,25.0,20.0,30.0,47.0,9.0,12.0
12,2025-10-01 10:34:49,executed,44.0,34.0,23.0,18.0,30.0,48.0,2.0,44.0,34.0,23.0,18.0,30.0,48.0,25.0,25.0,25.0,25.0,42.0,34.0,26.0,21.0,28.0,47.0,42.0,34.0,26.0,21.0,28.0,47.0,25.0,2.0,25.0,50.0,3.0,2.0,42.0,34.0,25.0,20.0,30.0,47.0,42.0,25.0,34.0,25.0,20.0,30.0,47.0,9.0,12.0
12,2025-10-01 10:40:21,proposed,42.0,34.0,23.0,18.0,31.0,50.0,3.0,2.0,42.0,34.0,23.0,18.0,31.0,50.0,50.0,42.0,25.0,50.0,25.0,25.0,44.0,34.0,23.0,18.0,30.0,48.0,2.0,44.0,34.0,23.0,18.0,30.0,48.0,25.0,25.0,25.0,25.0,42.0,34.0,26.0,21.0,28.0,47.0,42.0,34.0,26.0,21.0,28.0,47.0,25.0
13,2025-10-01 10:40:21,executed,42.0,34.0,23.0,18.0,31.0,50.0,3.0,2.0,42.0,34.0,23.0,18.0,31.0,50.0,50.0,42.0,25.0,50.0,25.0,25.0,44.0,34.0,23.0,18.0,30.0,48.0,2.0,44.0,34.0,23.0,18.0,30.0,48.0,25.0,25.0,25.0,25.0,42.0,34.0,26.0,21.0,28.0,47.0,42.0,34.0,26.0,21.0,28.0,47.0,25.0
13,2025-10-01 10:44:14,proposed,50.0,42.0,34.0,25.0,18.0,33.0,46.0,3.0,2.0,42.0,34.0,25.0,18.0,33.0,46.0,42.0,46.0,25.0,12.0,25.0,25.0,42.0,34.0,23.0,18.0,31.0,50.0,3.0,2.0,42.0,34.0,23.0,18.0,31.0,50.0,50.0,42.0,25.0,50.0,25.0,25.0,44.0,34.0,23.0,18.0,30.0,48.0,2.0,44.0,34.0
